id,date_key,product_key,store_key,cashier_key,promotion_key,payment_method_key,transaction_id,sales_quantity,regular_unit_price,unit_cost,discount_unit_price,net_unit_price,extended_discount_amount,extended_sales_amount,extended_cost_amount,extended_gross_profit_amount,extended_gross_margin_amount
45,20240103,10,16,31,1,1,1,2,42000.00,41400.00,0.00,42000.00,0.00,84000.00,82800.00,1200.00,0.01
46,20240103,36,17,34,1,8,1,2,27400.00,20660.00,0.00,27400.00,0.00,54800.00,41320.00,13480.00,0.25
47,20240103,33,7,13,10,5,2,5,8400.00,3560.00,1008.00,7392.00,5040.00,36960.00,17800.00,19160.00,0.52
48,20240103,40,13,25,1,7,2,3,12000.00,8400.00,0.00,12000.00,0.00,36000.00,25200.00,10800.00,0.30
49,20240103,12,8,15,1,2,2,2,42000.00,41400.00,0.00,42000.00,0.00,84000.00,82800.00,1200.00,0.01
50,20240104,26,2,4,1,1,0,4,28600.00,21740.00,0.00,28600.00,0.00,114400.00,86960.00,27440.00,0.24
51,20240104,22,15,29,1,2,0,4,28600.00,28000.00,0.00,28600.00,0.00,114400.00,112000.00,2400.00,0.02
52,20240104,30,13,26,1,8,0,2,27400.00,20660.00,0.00,27400.00,0.00,54800.00,41320.00,13480.00,0.25
53,20240104,33,12,23,9,3,0,4,8400.00,3560.00,1008.00,7392.00,4032.00,29568.00,14240.00,15328.00,0.52
54,20240104,27,4,8,5,2,0,4,26000.00,19400.00,3120.00,22880.00,12480.00,91520.00,77600.00,13920.00,0.15
55,20240104,26,14,27,1,2,1,4,28600.00,21740.00,0.00,28600.00,0.00,114400.00,86960.00,27440.00,0.24
56,20240104,39,19,38,7,6,1,1,8400.00,5880.00,1008.00,7392.00,1008.00,7392.00,5880.00,1512.00,0.20
57,20240104,7,11,21,10,3,1,7,30000.00,25000.00,3600.00,26400.00,25200.00,184800.00,175000.00,9800.00,0.05
58,20240104,44,9,18,1,5,1,4,12000.00,8400.00,0.00,12000.00,0.00,48000.00,33600.00,14400.00,0.30
59,20240104,36,18,35,1,2,1,2,27400.00,20660.00,0.00,27400.00,0.00,54800.00,41320.00,13480.00,0.25
60,20240104,42,2,3,1,3,2,4,12000.00,8400.00,0.00,12000.00,0.00,48000.00,33600.00,14400.00,0.30
61,20240104,37,7,14,4,4,2,3,8400.00,5880.00,1008.00,7392.00,3024.00,22176.00,17640.00,4536.00,0.20
62,20240104,4,19,37,1,2,2,1,30000.00,29400.00,0.00,30000.00,0.00,30000.00,29400.00,600.00,0.02
63,20240104,4,11,22,1,2,3,1,30000.00,29400.00,0.00,30000.00,0.00,30000.00,29400.00,600.00,0.02
64,20240104,41,15,29,2,3,3,2,12000.00,8400.00,1440.00,10560.00,2880.00,21120.00,16800.00,4320.00,0.20
65,20240104,14,9,18,1,2,3,4,42000.00,41400.00,0.00,42000.00,0.00,168000.00,165600.00,2400.00,0.01
66,20240104,3,14,28,5,1,3,6,30000.00,25000.00,3600.00,26400.00,21600.00,158400.00,150000.00,8400.00,0.05
67,20240104,50,19,38,1,7,4,3,12000.00,8400.00,0.00,12000.00,0.00,36000.00,25200.00,10800.00,0.30
68,20240104,22,12,23,1,1,4,3,28600.00,28000.00,0.00,28600.00,0.00,85800.00,84000.00,1800.00,0.02
69,20240105,22,19,37,1,3,0,1,28600.00,28000.00,0.00,28600.00,0.00,28600.00,28000.00,600.00,0.02
70,20240105,47,2,3,10,2,0,4,12000.00,8400.00,1440.00,10560.00,5760.00,42240.00,33600.00,8640.00,0.20
71,20240105,10,5,9,1,3,0,3,42000.00,41400.00,0.00,42000.00,0.00,126000.00,124200.00,1800.00,0.01
72,20240105,45,3,6,8,6,0,1,12000.00,8400.00,1440.00,10560.00,1440.00,10560.00,8400.00,2160.00,0.20
73,20240105,29,7,14,8,4,0,5,26000.00,19400.00,3120.00,22880.00,15600.00,114400.00,97000.00,17400.00,0.15
74,20240105,46,8,15,1,1,1,3,12000.00,8400.00,0.00,12000.00,0.00,36000.00,25200.00,10800.00,0.30
75,20240105,50,20,39,1,2,1,2,12000.00,8400.00,0.00,12000.00,0.00,24000.00,16800.00,7200.00,0.30
76,20240105,19,18,35,3,1,1,5,42000.00,35200.00,5040.00,36960.00,25200.00,184800.00,176000.00,8800.00,0.05
77,20240105,11,11,21,6,5,1,6,42000.00,35200.00,5040.00,36960.00,30240.00,221760.00,211200.00,10560.00,0.05
78,20240106,11,3,6,3,3,0,2,42000.00,35200.00,5040.00,36960.00,10080.00,73920.00,70400.00,3520.00,0.05
79,20240106,11,10,19,8,1,0,6,42000.00,35200.00,5040.00,36960.00,30240.00,221760.00,211200.00,10560.00,0.05
80,20240106,23,18,35,9,2,0,5,26000.00,21600.00,3120.00,22880.00,15600.00,114400.00,108000.00,6400.00,0.06
81,20240106,18,19,38,1,7,0,2,42000.00,41400.00,0.00,42000.00,0.00,84000.00,82800.00,1200.00,0.01
82,20240106,24,2,4,1,3,0,2,28600.00,21740.00,0.00,28600.00,0.00,57200.00,43480.00,13720.00,0.24
83,20240106,44,17,33,1,8,1,1,12000.00,8400.00,0.00,12000.00,0.00,12000.00,8400.00,3600.00,0.30
84,20240106,15,16,32,10,2,1,3,42000.00,35200.00,5040.00,36960.00,15120.00,110880.00,105600.00,5280.00,0.05
85,20240106,16,6,11,1,3,1,4,42000.00,41400.00,0.00,42000.00,0.00,168000.00,165600.00,2400.00,0.01
86,20240106,40,12,23,1,1,1,4,12000.00,8400.00,0.00,12000.00,0.00,48000.00,33600.00,14400.00,0.30
87,20240106,35,8,15,5,3,1,2,8400.00,3560.00,1008.00,7392.00,2016.00,14784.00,7120.00,7664.00,0.52
88,20240107,49,10,20,10,2,0,3,12000.00,8400.00,1440.00,10560.00,4320.00,31680.00,25200.00,6480.00,0.20
89,20240107,2,10,20,1,3,0,2,30000.00,29400.00,0.00,30000.00,0.00,60000.00,58800.00,1200.00,0.02
90,20240107,11,6,11,2,2,0,7,42000.00,35200.00,5040.00,36960.00,35280.00,258720.00,246400.00,12320.00,0.05
91,20240107,37,18,35,5,1,1,6,8400.00,5880.00,1008.00,7392.00,6048.00,44352.00,35280.00,9072.00,0.20
92,20240107,8,19,38,1,5,1,2,30000.00,29400.00,0.00,30000.00,0.00,60000.00,58800.00,1200.00,0.02
93,20240107,7,19,37,2,2,1,2,30000.00,25000.00,3600.00,26400.00,7200.00,52800.00,50000.00,2800.00,0.05
94,20240107,9,1,1,6,2,2,1,30000.00,25000.00,3600.00,26400.00,3600.00,26400.00,25000.00,1400.00,0.05
95,20240107,40,10,19,1,3,2,1,12000.00,8400.00,0.00,12000.00,0.00,12000.00,8400.00,3600.00,0.30
96,20240107,4,19,37,1,5,2,1,30000.00,29400.00,0.00,30000.00,0.00,30000.00,29400.00,600.00,0.02
97,20240107,13,11,22,7,7,2,2,42000.00,35200.00,5040.00,36960.00,10080.00,73920.00,70400.00,3520.00,0.05
98,20240107,7,5,10,3,4,3,3,30000.00,25000.00,3600.00,26400.00,10800.00,79200.00,75000.00,4200.00,0.05
99,20240107,11,1,1,7,3,3,2,42000.00,35200.00,5040.00,36960.00,10080.00,73920.00,70400.00,3520.00,0.05
100,20240107,30,15,30,1,6,3,4,27400.00,20660.00,0.00,27400.00,0.00,109600.00,82640.00,26960.00,0.25
101,20240107,13,5,10,9,2,3,4,42000.00,35200.00,5040.00,36960.00,20160.00,147840.00,140800.00,7040.00,0.05
102,20240107,31,11,21,8,8,3,5,8400.00,3560.00,1008.00,7392.00,5040.00,36960.00,17800.00,19160.00,0.52
103,20240108,20,19,38,1,6,0,3,28600.00,28000.00,0.00,28600.00,0.00,85800.00,84000.00,1800.00,0.02
104,20240108,49,13,25,7,6,0,3,12000.00,8400.00,1440.00,10560.00,4320.00,31680.00,25200.00,6480.00,0.20
105,20240108,3,15,29,8,5,0,1,30000.00,25000.00,3600.00,26400.00,3600.00,26400.00,25000.00,1400.00,0.05
106,20240108,20,15,29,1,8,1,4,28600.00,28000.00,0.00,28600.00,0.00,114400.00,112000.00,2400.00,0.02
107,20240108,2,14,27,1,1,1,4,30000.00,29400.00,0.00,30000.00,0.00,120000.00,117600.00,2400.00,0.02
108,20240108,17,12,24,8,1,1,3,42000.00,35200.00,5040.00,36960.00,15120.00,110880.00,105600.00,5280.00,0.05
109,20240108,38,10,19,1,1,1,3,27400.00,19180.00,0.00,27400.00,0.00,82200.00,57540.00,24660.00,0.30
110,20240108,34,6,12,1,1,1,1,27400.00,20660.00,0.00,27400.00,0.00,27400.00,20660.00,6740.00,0.25
111,20240108,7,7,14,5,3,1,4,30000.00,25000.00,3600.00,26400.00,14400.00,105600.00,100000.00,5600.00,0.05
112,20240108,9,5,10,4,2,2,5,30000.00,25000.00,3600.00,26400.00,18000.00,132000.00,125000.00,7000.00,0.05
113,20240108,14,5,10,1,2,2,1,42000.00,41400.00,0.00,42000.00,0.00,42000.00,41400.00,600.00,0.01
114,20240108,44,13,26,1,7,2,3,12000.00,8400.00,0.00,12000.00,0.00,36000.00,25200.00,10800.00,0.30
115,20240108,21,20,39,4,1,2,2,26000.00,21600.00,3120.00,22880.00,6240.00,45760.00,43200.00,2560.00,0.06
116,20240108,20,2,3,1,2,2,4,28600.00,28000.00,0.00,28600.00,0.00,114400.00,112000.00,2400.00,0.02
117,20240109,50,15,29,1,4,0,1,12000.00,8400.00,0.00,12000.00,0.00,12000.00,8400.00,3600.00,0.30
118,20240109,16,19,38,1,2,0,1,42000.00,41400.00,0.00,42000.00,0.00,42000.00,41400.00,600.00,0.01
119,20240109,47,12,24,7,2,0,2,12000.00,8400.00,1440.00,10560.00,2880.00,21120.00,16800.00,4320.00,0.20
120,20240109,23,10,20,3,1,0,2,26000.00,21600.00,3120.00,22880.00,6240.00,45760.00,43200.00,2560.00,0.06
121,20240109,2,16,32,1,3,1,1,30000.00,29400.00,0.00,30000.00,0.00,30000.00,29400.00,600.00,0.02
122,20240109,28,1,2,1,6,1,3,28600.00,21740.00,0.00,28600.00,0.00,85800.00,65220.00,20580.00,0.24
123,20240109,5,7,13,2,3,1,1,30000.00,25000.00,3600.00,26400.00,3600.00,26400.00,25000.00,1400.00,0.05
124,20240110,36,12,24,1,3,0,1,27400.00,20660.00,0.00,27400.00,0.00,27400.00,20660.00,6740.00,0.25
125,20240110,25,8,16,8,2,0,1,26000.00,19400.00,3120.00,22880.00,3120.00,22880.00,19400.00,3480.00,0.15
126,20240110,5,7,13,2,4,0,3,30000.00,25000.00,3600.00,26400.00,10800.00,79200.00,75000.00,4200.00,0.05
127,20240110,8,14,27,1,1,0,4,30000.00,29400.00,0.00,30000.00,0.00,120000.00,117600.00,2400.00,0.02
128,20240110,12,2,3,1,2,1,4,42000.00,41400.00,0.00,42000.00,0.00,168000.00,165600.00,2400.00,0.01
129,20240110,28,10,20,1,3,1,1,28600.00,21740.00,0.00,28600.00,0.00,28600.00,21740.00,6860.00,0.24
130,20240110,5,3,5,4,3,2,2,30000.00,25000.00,3600.00,26400.00,7200.00,52800.00,50000.00,2800.00,0.05
131,20240110,44,12,23,1,2,2,3,12000.00,8400.00,0.00,12000.00,0.00,36000.00,25200.00,10800.00,0.30
132,20240110,24,3,5,1,8,2,2,28600.00,21740.00,0.00,28600.00,0.00,57200.00,43480.00,13720.00,0.24
133,20240110,33,6,11,3,3,2,4,8400.00,3560.00,1008.00,7392.00,4032.00,29568.00,14240.00,15328.00,0.52
134,20240110,14,8,15,1,1,2,1,42000.00,41400.00,0.00,42000.00,0.00,42000.00,41400.00,600.00,0.01
135,20240110,43,8,15,8,2,2,1,12000.00,8400.00,1440.00,10560.00,1440.00,10560.00,8400.00,2160.00,0.20
136,20240110,22,12,24,1,2,3,1,28600.00,28000.00,0.00,28600.00,0.00,28600.00,28000.00,600.00,0.02
137,20240110,23,12,24,4,3,3,5,26000.00,21600.00,3120.00,22880.00,15600.00,114400.00,108000.00,6400.00,0.06
138,20240110,7,5,9,5,2,3,4,30000.00,25000.00,3600.00,26400.00,14400.00,105600.00,100000.00,5600.00,0.05
139,20240110,48,14,28,1,1,3,1,12000.00,8400.00,0.00,12000.00,0.00,12000.00,8400.00,3600.00,0.30
140,20240110,46,15,29,1,6,3,3,12000.00,8400.00,0.00,12000.00,0.00,36000.00,25200.00,10800.00,0.30
141,20240110,45,5,10,3,2,3,2,12000.00,8400.00,1440.00,10560.00,2880.00,21120.00,16800.00,4320.00,0.20
142,20240111,36,18,35,1,1,0,2,27400.00,20660.00,0.00,27400.00,0.00,54800.00,41320.00,13480.00,0.25
143,20240111,1,16,31,10,1,0,5,30000.00,25000.00,3600.00,26400.00,18000.00,132000.00,125000.00,7000.00,0.05
144,20240111,40,13,25,1,3,0,4,12000.00,8400.00,0.00,12000.00,0.00,48000.00,33600.00,14400.00,0.30
145,20240111,22,2,4,1,3,0,2,28600.00,28000.00,0.00,28600.00,0.00,57200.00,56000.00,1200.00,0.02
146,20240111,16,4,7,1,2,0,3,42000.00,41400.00,0.00,42000.00,0.00,126000.00,124200.00,1800.00,0.01
147,20240111,13,12,24,9,1,0,3,42000.00,35200.00,5040.00,36960.00,15120.00,110880.00,105600.00,5280.00,0.05
148,20240111,14,9,18,1,4,1,2,42000.00,41400.00,0.00,42000.00,0.00,84000.00,82800.00,1200.00,0.01
149,20240111,14,12,23,1,2,1,1,42000.00,41400.00,0.00,42000.00,0.00,42000.00,41400.00,600.00,0.01
150,20240111,21,15,29,2,6,1,6,26000.00,21600.00,3120.00,22880.00,18720.00,137280.00,129600.00,7680.00,0.06
151,20240111,5,18,36,6,2,1,7,30000.00,25000.00,3600.00,26400.00,25200.00,184800.00,175000.00,9800.00,0.05
152,20240111,14,13,26,1,5,1,2,42000.00,41400.00,0.00,42000.00,0.00,84000.00,82800.00,1200.00,0.01
153,20240111,19,12,24,9,1,2,7,42000.00,35200.00,5040.00,36960.00,35280.00,258720.00,246400.00,12320.00,0.05
154,20240111,23,10,20,5,3,2,2,26000.00,21600.00,3120.00,22880.00,6240.00,45760.00,43200.00,2560.00,0.06
155,20240111,50,9,17,1,6,2,1,12000.00,8400.00,0.00,12000.00,0.00,12000.00,8400.00,3600.00,0.30
156,20240111,45,15,29,8,3,2,3,12000.00,8400.00,1440.00,10560.00,4320.00,31680.00,25200.00,6480.00,0.20
157,20240111,22,3,5,1,8,3,1,28600.00,28000.00,0.00,28600.00,0.00,28600.00,28000.00,600.00,0.02
158,20240111,30,3,6,1,7,3,3,27400.00,20660.00,0.00,27400.00,0.00,82200.00,61980.00,20220.00,0.25
159,20240111,18,6,12,1,2,3,3,42000.00,41400.00,0.00,42000.00,0.00,126000.00,124200.00,1800.00,0.01
160,20240111,34,15,30,1,7,3,3,27400.00,20660.00,0.00,27400.00,0.00,82200.00,61980.00,20220.00,0.25
161,20240111,36,12,23,1,2,3,3,27400.00,20660.00,0.00,27400.00,0.00,82200.00,61980.00,20220.00,0.25
162,20240111,14,5,9,1,8,4,1,42000.00,41400.00,0.00,42000.00,0.00,42000.00,41400.00,600.00,0.01
163,20240111,14,13,26,1,6,4,1,42000.00,41400.00,0.00,42000.00,0.00,42000.00,41400.00,600.00,0.01
164,20240111,1,15,30,3,3,4,6,30000.00,25000.00,3600.00,26400.00,21600.00,158400.00,150000.00,8400.00,0.05
165,20240111,10,7,14,1,2,4,3,42000.00,41400.00,0.00,42000.00,0.00,126000.00,124200.00,1800.00,0.01
166,20240111,28,1,2,1,3,5,3,28600.00,21740.00,0.00,28600.00,0.00,85800.00,65220.00,20580.00,0.24
167,20240111,29,7,14,2,5,5,4,26000.00,19400.00,3120.00,22880.00,12480.00,91520.00,77600.00,13920.00,0.15
168,20240111,43,20,39,6,2,5,1,12000.00,8400.00,1440.00,10560.00,1440.00,10560.00,8400.00,2160.00,0.20
169,20240111,5,15,29,2,8,5,3,30000.00,25000.00,3600.00,26400.00,10800.00,79200.00,75000.00,4200.00,0.05
170,20240112,5,4,7,6,2,0,5,30000.00,25000.00,3600.00,26400.00,18000.00,132000.00,125000.00,7000.00,0.05
171,20240112,8,18,35,1,3,0,4,30000.00,29400.00,0.00,30000.00,0.00,120000.00,117600.00,2400.00,0.02
172,20240112,41,15,29,10,7,0,5,12000.00,8400.00,1440.00,10560.00,7200.00,52800.00,42000.00,10800.00,0.20
173,20240112,49,9,18,3,8,0,3,12000.00,8400.00,1440.00,10560.00,4320.00,31680.00,25200.00,6480.00,0.20
174,20240112,32,3,5,1,4,0,3,27400.00,20660.00,0.00,27400.00,0.00,82200.00,61980.00,20220.00,0.25
175,20240112,31,5,10,2,4,1,1,8400.00,3560.00,1008.00,7392.00,1008.00,7392.00,3560.00,3832.00,0.52
176,20240112,44,18,36,1,1,1,2,12000.00,8400.00,0.00,12000.00,0.00,24000.00,16800.00,7200.00,0.30
177,20240112,44,4,7,1,1,1,4,12000.00,8400.00,0.00,12000.00,0.00,48000.00,33600.00,14400.00,0.30
178,20240112,11,4,8,2,3,1,4,42000.00,35200.00,5040.00,36960.00,20160.00,147840.00,140800.00,7040.00,0.05
179,20240112,39,20,39,3,2,2,1,8400.00,5880.00,1008.00,7392.00,1008.00,7392.00,5880.00,1512.00,0.20
180,20240112,7,11,21,5,5,2,5,30000.00,25000.00,3600.00,26400.00,18000.00,132000.00,125000.00,7000.00,0.05
181,20240112,16,5,9,1,6,2,1,42000.00,41400.00,0.00,42000.00,0.00,42000.00,41400.00,600.00,0.01
182,20240112,20,1,2,1,5,2,3,28600.00,28000.00,0.00,28600.00,0.00,85800.00,84000.00,1800.00,0.02
183,20240112,43,6,12,5,1,3,3,12000.00,8400.00,1440.00,10560.00,4320.00,31680.00,25200.00,6480.00,0.20
184,20240112,2,16,31,1,3,3,3,30000.00,29400.00,0.00,30000.00,0.00,90000.00,88200.00,1800.00,0.02
185,20240112,16,5,10,1,4,3,1,42000.00,41400.00,0.00,42000.00,0.00,42000.00,41400.00,600.00,0.01
186,20240113,37,8,15,4,1,0,3,8400.00,5880.00,1008.00,7392.00,3024.00,22176.00,17640.00,4536.00,0.20
187,20240113,31,13,26,6,5,0,6,8400.00,3560.00,1008.00,7392.00,6048.00,44352.00,21360.00,22992.00,0.52
188,20240113,15,9,18,8,7,0,6,42000.00,35200.00,5040.00,36960.00,30240.00,221760.00,211200.00,10560.00,0.05
189,20240113,2,14,28,1,1,1,2,30000.00,29400.00,0.00,30000.00,0.00,60000.00,58800.00,1200.00,0.02
190,20240113,1,20,39,3,2,1,5,30000.00,25000.00,3600.00,26400.00,18000.00,132000.00,125000.00,7000.00,0.05
191,20240113,17,14,27,5,2,1,1,42000.00,35200.00,5040.00,36960.00,5040.00,36960.00,35200.00,1760.00,0.05
192,20240113,3,19,38,10,5,1,7,30000.00,25000.00,3600.00,26400.00,25200.00,184800.00,175000.00,9800.00,0.05
193,20240113,21,18,35,2,2,2,7,26000.00,21600.00,3120.00,22880.00,21840.00,160160.00,151200.00,8960.00,0.06
194,20240113,48,4,8,1,3,2,3,12000.00,8400.00,0.00,12000.00,0.00,36000.00,25200.00,10800.00,0.30
195,20240113,10,17,34,1,8,3,1,42000.00,41400.00,0.00,42000.00,0.00,42000.00,41400.00,600.00,0.01
196,20240113,39,18,36,10,2,3,3,8400.00,5880.00,1008.00,7392.00,3024.00,22176.00,17640.00,4536.00,0.20
197,20240113,22,3,6,1,7,3,3,28600.00,28000.00,0.00,28600.00,0.00,85800.00,84000.00,1800.00,0.02
198,20240113,23,17,34,6,6,4,4,26000.00,21600.00,3120.00,22880.00,12480.00,91520.00,86400.00,5120.00,0.06
199,20240113,14,3,5,1,5,4,2,42000.00,41400.00,0.00,42000.00,0.00,84000.00,82800.00,1200.00,0.01
200,20240113,10,7,14,1,2,4,3,42000.00,41400.00,0.00,42000.00,0.00,126000.00,124200.00,1800.00,0.01
201,20240113,4,8,15,1,2,4,2,30000.00,29400.00,0.00,30000.00,0.00,60000.00,58800.00,1200.00,0.02
202,20240113,35,11,22,6,4,4,6,8400.00,3560.00,1008.00,7392.00,6048.00,44352.00,21360.00,22992.00,0.52
203,20240114,13,16,32,6,3,0,3,42000.00,35200.00,5040.00,36960.00,15120.00,110880.00,105600.00,5280.00,0.05
204,20240114,47,10,19,5,1,0,7,12000.00,8400.00,1440.00,10560.00,10080.00,73920.00,58800.00,15120.00,0.20
205,20240114,41,17,34,6,8,0,3,12000.00,8400.00,1440.00,10560.00,4320.00,31680.00,25200.00,6480.00,0.20
206,20240114,16,13,25,1,2,1,1,42000.00,41400.00,0.00,42000.00,0.00,42000.00,41400.00,600.00,0.01
207,20240114,39,2,3,8,2,1,3,8400.00,5880.00,1008.00,7392.00,3024.00,22176.00,17640.00,4536.00,0.20
208,20240114,39,7,14,8,2,2,4,8400.00,5880.00,1008.00,7392.00,4032.00,29568.00,23520.00,6048.00,0.20
209,20240114,23,11,21,8,6,2,6,26000.00,21600.00,3120.00,22880.00,18720.00,137280.00,129600.00,7680.00,0.06
210,20240114,41,4,8,5,1,2,3,12000.00,8400.00,1440.00,10560.00,4320.00,31680.00,25200.00,6480.00,0.20
211,20240115,5,18,35,4,1,0,4,30000.00,25000.00,3600.00,26400.00,14400.00,105600.00,100000.00,5600.00,0.05
212,20240115,32,18,36,1,1,0,4,27400.00,20660.00,0.00,27400.00,0.00,109600.00,82640.00,26960.00,0.25
213,20240115,8,15,30,1,5,0,1,30000.00,29400.00,0.00,30000.00,0.00,30000.00,29400.00,600.00,0.02
214,20240115,20,13,26,1,7,0,4,28600.00,28000.00,0.00,28600.00,0.00,114400.00,112000.00,2400.00,0.02
215,20240115,9,14,27,4,2,0,5,30000.00,25000.00,3600.00,26400.00,18000.00,132000.00,125000.00,7000.00,0.05
216,20240115,41,14,28,3,1,1,5,12000.00,8400.00,1440.00,10560.00,7200.00,52800.00,42000.00,10800.00,0.20
217,20240115,39,1,1,3,4,1,4,8400.00,5880.00,1008.00,7392.00,4032.00,29568.00,23520.00,6048.00,0.20
218,20240115,30,13,25,1,4,1,2,27400.00,20660.00,0.00,27400.00,0.00,54800.00,41320.00,13480.00,0.25
